"date","BTC","ETH","BNB","SOL","XRP","ADA"
2023-08-21,26124.140625,1667.26904296875,210.638946533203,21.2082595825195,0.524537980556488,0.263179004192352
2023-08-22,26031.65625,1633.892578125,210.834350585938,20.5465412139893,0.520929992198944,0.258365988731384
2023-08-23,26431.640625,1679.2744140625,216.399291992188,21.7036247253418,0.52990198135376,0.267964988946915
2023-08-24,26162.373046875,1659.94458007812,218.646392822266,21.033031463623,0.518413007259369,0.265884011983871
2023-08-25,26047.66796875,1652.93505859375,218.3310546875,20.3927192687988,0.526246011257172,0.261079996824265
2023-08-26,26008.462890625,1646.30676269531,216.364242553711,20.280424118042,0.523469984531403,0.260953009128571
2023-08-27,26089.693359375,1657.51306152344,218.358001708984,20.7868385314941,0.523844003677368,0.263446003198624
2023-08-28,26106.150390625,1652.45739746094,218.718566894531,20.5571002960205,0.523248016834259,0.267434000968933
2023-08-29,27727.392578125,1729.72570800781,226.862884521484,21.7807636260986,0.540064990520477,0.272448986768723
2023-08-30,27297.265625,1705.11218261719,223.799438476562,20.834903717041,0.528194010257721,0.265653997659683
2023-08-31,25931.47265625,1645.63916015625,216.597793579102,19.7350921630859,0.510798990726471,0.255373001098633
2023-09-01,25800.724609375,1628.4912109375,213.630554199219,19.327844619751,0.498075008392334,0.255185008049011
2023-09-02,25868.798828125,1637.025390625,214.448547363281,19.4937438964844,0.499090999364853,0.256229996681213
2023-09-03,25969.56640625,1636.11767578125,214.399948120117,19.5787467956543,0.505048990249634,0.255793005228043
2023-09-04,25812.416015625,1629.6552734375,215.197509765625,19.4994087219238,0.508374989032745,0.256146013736725
2023-09-05,25779.982421875,1633.62939453125,214.478134155273,20.2723846435547,0.505411028862,0.257613986730576
2023-09-06,25753.236328125,1632.25231933594,215.134658813477,19.6200294494629,0.503243029117584,0.257667005062103
2023-09-07,26240.1953125,1647.59826660156,216.887176513672,19.8904991149902,0.504857003688812,0.257719993591309
2023-09-08,25905.654296875,1636.13781738281,214.562026977539,19.5990447998047,0.504849970340729,0.254370003938675
2023-09-09,25895.677734375,1635.16235351562,214.222946166992,19.4460716247559,0.503854990005493,0.253491997718811
2023-09-10,25832.2265625,1616.82885742188,212.318023681641,18.2488307952881,0.497813999652863,0.249052003026009
2023-09-11,25162.654296875,1551.6376953125,206.034210205078,17.7391662597656,0.474373996257782,0.241872996091843
2023-09-12,25833.34375,1592.42944335938,210.994369506836,17.9298267364502,0.480738013982773,0.245869994163513
2023-09-13,26228.32421875,1607.98852539062,212.642593383789,18.4029998779297,0.483774989843369,0.248884007334709
2023-09-14,26539.673828125,1626.97436523438,212.282836914062,18.838306427002,0.489457011222839,0.25118100643158
2023-09-15,26608.693359375,1641.64038085938,214.175521850586,19.1688442230225,0.500874996185303,0.250642985105515
2023-09-16,26568.28125,1635.2216796875,214.960540771484,19.1403694152832,0.499879986047745,0.250436007976532
2023-09-17,26534.1875,1622.89672851562,216.465774536133,18.8316287994385,0.493041008710861,0.247316002845764
2023-09-18,26754.28125,1637.34704589844,216.003921508789,19.6572456359863,0.503202974796295,0.251742988824844
2023-09-19,27211.1171875,1643.54467773438,217.210952758789,20.0361881256104,0.514150977134705,0.255259990692139
2023-09-20,27132.0078125,1622.890625,214.363327026367,20.3049373626709,0.521354973316193,0.251630008220673
2023-09-21,26567.6328125,1584.30700683594,210.7939453125,19.4790706634521,0.507179021835327,0.245454996824265
2023-09-22,26579.568359375,1593.26831054688,211.150863647461,19.4381446838379,0.512510001659393,0.244921997189522
2023-09-23,26579.390625,1593.85778808594,210.560607910156,19.4739036560059,0.508033990859985,0.246132999658585
2023-09-24,26256.826171875,1580.85339355469,208.282897949219,19.3742904663086,0.502388000488281,0.243026003241539
2023-09-25,26298.48046875,1588.32287597656,210.073806762695,19.4041404724121,0.505460977554321,0.245881006121635
2023-09-26,26217.25,1593.41723632812,212.378448486328,19.023286819458,0.501707971096039,0.245395004749298
2023-09-27,26352.716796875,1597.4912109375,211.985412597656,19.1300220489502,0.499597012996674,0.244791001081467
2023-09-28,27021.546875,1652.88269042969,215.075988769531,19.9576168060303,0.509525001049042,0.249119997024536
2023-09-29,26911.720703125,1667.94384765625,215.279418945312,20.3006553649902,0.521718978881836,0.249535992741585
2023-09-30,26967.916015625,1671.16186523438,214.821304321289,21.3951473236084,0.515404999256134,0.254047006368637
2023-10-01,27983.75,1733.81042480469,218.047134399414,23.8364868164062,0.524204015731812,0.265895009040833
2023-10-02,27530.78515625,1663.62756347656,214.757934570312,23.3717002868652,0.51283198595047,0.25951299071312
2023-10-03,27429.978515625,1656.68566894531,213.435943603516,23.5526943206787,0.53838700056076,0.261027991771698
2023-10-04,27799.39453125,1647.83813476562,213.4130859375,23.1447868347168,0.5329310297966,0.259315013885498
2023-10-05,27415.912109375,1611.47644042969,210.679672241211,22.6941413879395,0.52336597442627,0.260149002075195
2023-10-06,27946.59765625,1645.83154296875,213.555526733398,23.4244537353516,0.526193022727966,0.264872014522552
2023-10-07,27968.83984375,1634.51123046875,212.364471435547,23.2873020172119,0.521906018257141,0.258735001087189
2023-10-08,27935.08984375,1633.54858398438,211.519989013672,23.2464256286621,0.517961025238037,0.25662899017334
2023-10-09,27583.677734375,1579.806640625,205.750961303711,22.1183967590332,0.50322699546814,0.251641988754272
2023-10-10,27391.01953125,1567.71301269531,208.576873779297,22.1051158905029,0.497435986995697,0.249140992760658
2023-10-11,26873.3203125,1566.25476074219,206.533416748047,22.0074195861816,0.488837987184525,0.248000994324684
2023-10-12,26756.798828125,1539.61242675781,205.229415893555,21.3002681732178,0.483049988746643,0.24592199921608
2023-10-13,26862.375,1552.08947753906,206.036117553711,21.8349170684814,0.485698997974396,0.246145993471146
2023-10-14,26861.70703125,1555.2568359375,206.601898193359,22.01171875,0.486775010824203,0.247011005878448
2023-10-15,27159.65234375,1558.06982421875,209.74250793457,21.9220275878906,0.487845987081528,0.247355997562408
2023-10-16,28519.466796875,1600.53430175781,214.823959350586,23.9829578399658,0.497976988554001,0.251563012599945
2023-10-17,28415.748046875,1565.43957519531,211.64323425293,23.9593181610107,0.491694003343582,0.24711500108242
2023-10-18,28328.341796875,1563.74987792969,210.501037597656,23.4321384429932,0.488319009542465,0.243452996015549
2023-10-19,28719.806640625,1567.45703125,211.144165039062,24.9379196166992,0.52012699842453,0.246922999620438
2023-10-20,29682.94921875,1604.66687011719,212.300842285156,27.0336742401123,0.516004025936127,0.251138001680374
2023-10-21,29918.412109375,1629.30444335938,214.3056640625,29.3862285614014,0.52124297618866,0.258585005998611
2023-10-22,29993.896484375,1663.42993164062,217.747375488281,29.0366821289062,0.522486984729767,0.263572990894318
